vwé,True,St. Lucia
bak,"trough, concrete water tank without a top",St. Lucia
"kankannèz,kankanndèz",troublemaker,St. Lucia
kontwayé,"troubled, upset, distressed",St. Lucia
"pas,pwòblenm,twaka","trouble, problem",St. Lucia
"kankan,chikann,aché kankan,aché,aché chikann,aché twen,chikann,lévé kankan","trouble, mischief",St. Lucia
"dézagwéman,chikann,libenn","trouble, disagreement",St. Lucia
gwiv,"tropical mockingbird, thrush (Minus gilvus)",St. Lucia
twip,tripe,St. Lucia
"voyaj,voyay",trip,St. Lucia
Trindad,Trinidad,St. Lucia
vis,trick,St. Lucia
twibilasyon,tribulation,St. Lucia
twanblè,trembler: a type of bird that trembles,St. Lucia
tonnèl,trellis,St. Lucia
twètman,treatment,St. Lucia
twézòyé,treasurer,St. Lucia
twèt,treacherous,St. Lucia
zatwap,trap,St. Lucia
djari,transparent rubber sandal,St. Lucia
tjantjil,"tranquil, quiet, under control",St. Lucia
"twen,loko,aché twen,aché chikann,aché chikann,aché kankan,lévé kankan","train, cart on rails used to carry sugar cane",St. Lucia
twadisyonnèl,traditional,St. Lucia
twadisyon,tradition,St. Lucia
trakta,tractor,St. Lucia
vil,town,St. Lucia
sèvyèt,towel,St. Lucia
"flanbo,chal",torch,St. Lucia
"topi,topi tanbou,koko tanbou","top: wooden toy with string wound around it, flung down to spin",St. Lucia
"dan,bay dan,mal palé,dan sajès",tooth,St. Lucia
kawèt,tool for stirring cassava flour,St. Lucia
zouti,tool,St. Lucia
"twòp,tòp,twòp pli","too much, excessively,too much",St. Lucia
"lanng,langaj,langaj,lanng kaka,palapata","tongue,language,what one says",St. Lucia
"denmen,yè,denmen si pè ta Dyé,li denmen,?landenmen","tomorrow,opp",St. Lucia
makouchat,tomcat,St. Lucia
"tonm,tonbo",tomb,St. Lucia
"tanmadòz,ti tanmadòz",tomato,St. Lucia
"bita,bita bita,tèt a tèt,tèt a tèt,bita bita,bita","together, neck and neck",St. Lucia
ansanm,together,St. Lucia
zòtèy,toe,St. Lucia
"jòdi,hòdi,jòdi jou,atjwèlman,jòdi-a","today (in a general sense), nowadays",St. Lucia
"tabak,tabak djab",tobacco,St. Lucia
kwapo,toad,St. Lucia
"jouké,déjouké","to yoke,opp",St. Lucia
bayé,"to yawn,to stretch, to stretch out of shape",St. Lucia
ékwi,"to write,to have the ability to write",St. Lucia
lolé,to wriggle,St. Lucia
lité,to wrestle,St. Lucia
"twavay,djòb,djòb","to work,work, job",St. Lucia
pakouwi,"to womanize, to engage in illicit sexual relations",St. Lucia
"avoudwé,voudwé",to wish,St. Lucia
swété,to wish,St. Lucia
vanné,"to winnow (rice, etc.)",St. Lucia
fennen,"to wilt, to wither,to ripen off the vine",St. Lucia
"pézé,pézé fò",to weigh,St. Lucia
"sèklé,dégwadé",to weed,St. Lucia
sévwé,to wean,St. Lucia
pawsadé,to wattle,St. Lucia
véyé,to watch,St. Lucia
"gaspiyé,bobansé","to waste, to squander",St. Lucia
lavé,to wash,St. Lucia
"vèti,vèti bay",to warn,St. Lucia
"vlé,anvi,anvi,vlé di","to want,to intend, to mean to",St. Lucia
"anvi,anwajé pou,vlé,vlé,anwajé dèyè,anwajé pou,ni an waj pou","to want, to desire, to feel like,to long, to yearn,to covet",St. Lucia
"maché,maché anlè,maché asou,manstipé,pwan lavantaj,maché épi,maché kalpat,halé kalpat,maché piti","to walk,to work, to function",St. Lucia
"atandé,èspéwé","to wait for, to await",St. Lucia
"èspéwé,èspéyé,atandé","to wait (for), to await,to expect",St. Lucia
voté,to vote,St. Lucia
vonmi,to vomit,St. Lucia
oti,"to visit, to pay a visit, to see (someone for something)",St. Lucia
vizité,to visit,St. Lucia
"pisé,laché dlo",to urinate,St. Lucia
"sivotjé,boulvèsé,boulvèsé","to upset, to nauseate",St. Lucia
"waché,haché","to uproot,to extract (tooth)",St. Lucia
"déjouké,jouké","to unyoke (ox, cow),opp",St. Lucia
"démawé,mawé,mawé","to untie,opp",St. Lucia
"démélé,mélé,mélé","to untangle,opp",St. Lucia
"dékoud,koud","to unsew,opp",St. Lucia
"dékachté,kachté","to unseal,opp",St. Lucia
"désélé,sélé","to unsaddle,opp",St. Lucia
"dévoplé,voplé,voplé","to unroll, to unwrap,opp",St. Lucia
"débouché,débawé,bouché,bouché,jennen","to unplug,opp",St. Lucia
"défoulé,foulé,foulé","to unpack, to uncrowd, to loosen, to pack less densely,opp",St. Lucia
"délaklé,laklé,laklé","to unlock,opp",St. Lucia
"débaté,déchajé,déchajé,baté","to unload something from an animal,opp",St. Lucia
"détjatjé,tjatjé","to unlatch,opp",St. Lucia
"délasé,lasé,lasé","to unlace,opp",St. Lucia
"dézabiyé,abiyé","to undress,opp",St. Lucia
"konpwann,kopwann,konpwann kò,mal konpwann",to understand,St. Lucia
"déchenné,anchenné","to unchain,opp",St. Lucia
"déboutonnen,boutonnen","to unbutton,opp",St. Lucia
"débawé,débouché,déjennen,bawé,bawé,jennen","to unblock, to open, to uncover, to remove barrier or obstacle,opp",St. Lucia
"bwennen,bwennen kò,bay pyé,chapé kò,chapé pyé,fè pyé,fè vit","to twitch, to stir, to fidget",St. Lucia
"tòd,kòviyé","to twist, to wring,warped, twisted",St. Lucia
"kòviyé,tòd","to twist, to kink,twisted, kinked",St. Lucia
"tounen,kyanng,nyak,kyanng,nyak","to turn, to twist,to turn into,over-ripe state of dasheen",St. Lucia
tenn,to turn off,St. Lucia
"éséyé,twiyé","to try, to attempt",St. Lucia
"konfyé,fyé,défyé","to trust, to confide,opp",St. Lucia
"twoublé,toublé,twakasé,twakasé","to trouble,troubled",St. Lucia
"twakasé,distwé,twoublé,distwé,twoublé","to trouble, to bother,disturbed, troubled",St. Lucia
tayé,"to trim,to crack (as a whip)",St. Lucia
dolé,to trim,St. Lucia
"twanblé,tanblé","to tremble, to shake",St. Lucia
"twété,mal twété",to treat,St. Lucia
"voyajé,vwéyajé",to travel,St. Lucia
twansplanté,to transplant,St. Lucia
"danmé,foulé,foulé,pilonnen","to trample, to tread on",St. Lucia
"pilonnen,danmé","to trample, to step on",St. Lucia
"manyen,menyen","to touch, to stroke, to handle",St. Lucia
touché,to touch,St. Lucia
tòmanté,"to torment, to torture",St. Lucia
lasé,"to tire, to weary",St. Lucia
nétwayé,"to tidy, to clean,to cut grass and brush and clear away trash",St. Lucia
"chatwiyé,tjikilik",to tickle,St. Lucia
"tjikilik,chatwiyé",to tickle,St. Lucia
"jété,bay on so,fésé,fouté a tè,jété pawòl,jété zyé","to throw, to throw away,to add",St. Lucia
"fésé,bay on so,fouté,fouté a tè,jété,fésé a tè,fésé pyé a tè","to throw down, to slam down",St. Lucia
"lapidé,bat,bat,bay kou,bay volé,koupé fès,pliché",to thrash,St. Lucia
katjilé,"to think, to ponder, to meditate",St. Lucia
"owa,waz",to the brim,St. Lucia
"waz,owa",to the brim,St. Lucia
wimèsyé,to thank,St. Lucia
tèstifyé,to testify,St. Lucia
tanté,to tempt,St. Lucia
wakonté,"to tell, to recount",St. Lucia
oti,"to tell on, to tattle",St. Lucia
téléfòné,to telephone,St. Lucia
"enstwi,enswi,titj","to teach, to instruct",St. Lucia
"titj,enstwi",to teach,St. Lucia
gouté,to taste,St. Lucia
tòtiyé,"to tangle,tangled, tangled up",St. Lucia
donté,"to tame, to train an animal (or a child)",St. Lucia
bétizé,to talk nonsense,St. Lucia
tèsté,"to talk back, to argue",St. Lucia
"pwan,pwen,fè vis,fwékanté,kouché,koumansé,mété,pitjé,fè vis,fwékanté,kouché,koumansé,mété,pitjé,pwan pou,mété bay,mété pou,pwan vwa","to take,to carry,to go,to have sex with,to start, to begin, to fall,to start to, to begin to",St. Lucia
pawé,"to take shelter from, to escape, to get away from (rain, sun, etc.),to block, to fend off (a blow)",St. Lucia
"dépann,pann,pann","to take down, to unhang,opp",St. Lucia
"otjipé,gadé apwé,pwan ka,gadé apwé,pwan ka","to take care of, to care for, to look after,to worry, to be disturbed or troubled",St. Lucia
"démouté,mouté,mouté","to take apart, to dismantle,opp",St. Lucia
"manstipé,maché asou,pwan lavantaj",to take advantage (of),St. Lucia
bwanché,to swing from branch to branch,St. Lucia
"najé,najé saviyon,najé saviyon,najé",to swim,St. Lucia
boufi,"to swell, to cause to swell, particularly in reference to one's face,bloated, swollen",St. Lucia
anflé,"to swell (in reference to a body part),swollen",St. Lucia
soumaché,to sweeten slightly,St. Lucia
dousi,to sweeten,St. Lucia
swé,to sweat,St. Lucia
sèwmanté,"to swear, to pledge, to vow",St. Lucia
valé,to swallow,St. Lucia
apanté,to survey,St. Lucia
sipòté,"to support,to bear, to stand",St. Lucia
toufé,to suffocate,St. Lucia
soufè,to suffer,St. Lucia
sisé,to suck,St. Lucia
éwisi,to succeed,St. Lucia
"simèt,abésé",to submit,St. Lucia
"toudi,bazoudi,kagou,bazoudi,kagou","to stun,dizzy, giddy, stunned",St. Lucia
étidyé,to study,St. Lucia
"débat,débwiyé,twiyé","to struggle, to attempt, to try, to cope, to get by, to muddle through",St. Lucia
dwivé,"to stroll, to wander aimlessly, to roam",St. Lucia
"pwonmnen,ponmnen","to stroll, to wander",St. Lucia
"débwiyé,débat,twiyé","to strive, to try hard, to struggle, to get by, to muddle through",St. Lucia
dépayé,to strip leaves off,St. Lucia
"lonjé,lonji,lonjé lanmen","to stretch out, to extend",St. Lucia
"pyété,fè fòs kò","to strain, to exert oneself",St. Lucia
koulé,to strain a liquid,St. Lucia
las,"to stop, to cease",St. Lucia
wimen,"to stir,to wind, to dance",St. Lucia
ankayé,"to stick, to catch on (something)",St. Lucia
"kolé,dékolé,dékolé","to stick, to adhere, to glue,opp",St. Lucia
pilé,to step on,St. Lucia
"koumansé,mété,pitjé,pwan,pwan,fini,fini","to start, to begin,opp",St. Lucia
anpézé,to starch,St. Lucia
"doubout,bon doubout","to stand,to stop,to stop doing (something)",St. Lucia
bégéyé,"to stammer, to stutter",St. Lucia
taché,to stain,St. Lucia
"twilbiché,tilbiché,tizbiché","to stagger, to reel",St. Lucia
pijé,"to squeeze,bruised (in reference to fruit)",St. Lucia
akoupi,"to squat, to stoop",St. Lucia
wouzé,"to sprinkle water on, to water",St. Lucia
"simen,simèwjé,simen gwenn,simen kouyon,simen kouyon,simen gwenn","to spread, to scatter, to sow",St. Lucia
"pléplé,miltipyé",to spread by multiplication,St. Lucia
denmi,"to sprain,sprained",St. Lucia
gaté,"to spoil,spoiled,spoiled, in the sense of overindulged",St. Lucia
fann,"to split,to cut open a body to perform an autopsy,split, cracked",St. Lucia
défouké,to split at crotch,St. Lucia
"kwaché,papa'y tjwa","to spit,spit and image, exact likeness",St. Lucia
dévidé,"to spill,to pour (in reference to rain)",St. Lucia
"bobansé,gaspiyé","to spend wildly, to waste",St. Lucia
dépansé,to spend,St. Lucia
"palé,mal palé,bay dan,chayé pawòl,lavé épi lanng,palé moun mal,palé moun mal,mal palé","to speak, to talk,talk, chat",St. Lucia
gwasyé,"to spare, to be gracious to",St. Lucia
"sali,sali non,dékwiyé,mépwizé,nwèsi non","to soil, to dirty",St. Lucia
mèltwi,"to soften,soft",St. Lucia
"moli,wèdi","to soften,opp",St. Lucia
twanpé,"to soak,soaked",St. Lucia
wonflé,to snore,St. Lucia
èstenné,to sneeze,St. Lucia
fimen,"to smoke (a cigarette, cigar, pipe)",St. Lucia
souwi,to smile,St. Lucia
flandjé,to slit,St. Lucia
glisé,"to slide,slippery",St. Lucia
"dòmi,kouché,anvi dòmi",to sleep,St. Lucia
"dékwiyé,mépwizé,nwèsi non,sali non","to slander, to defame",St. Lucia
"gwiji,pliché,plisé,pliché,plisé","to skin, to abrade,wrinkled",St. Lucia
kouvé,"to sit (on, in reference to chickens and eggs)",St. Lucia
"asiz,asid",to sit,St. Lucia
"chanté,chanson,chanson","to sing,to crow,song",St. Lucia
péché,"to sin,sin, transgression",St. Lucia
siyé,to sign,St. Lucia
anslivi,to shroud (corpse),St. Lucia
"étwési,gwandi,ogoumanté,pwofité","to shrink,opp",St. Lucia
"moutwé,moutjwé","to show,to teach",St. Lucia
fiziwé,to shoot with a firearm,St. Lucia
féwé,to shoe (horses),St. Lucia
kléwé,"to shine, to give light, to illuminate",St. Lucia
wazé,to shave,St. Lucia
pwenti,to sharpen (wood),St. Lucia
"jawé,fè afon,fè hont,tjipi",to shame,St. Lucia
"soukwé,soukwé lanmen,soukwé zépòl",to shake,St. Lucia
"koud,dékoud","to sew,opp",St. Lucia
"déchaviwé,dématé,chaviwé,maté","to set upright again, to restore to upright position,opp",St. Lucia
"dématé,déchaviwé,chaviwé,maté,maté","to set upright again, to restore to upright position,opp",St. Lucia
tann,to set (a trap),St. Lucia
"sèvi,mal sèvi","to serve,to use",St. Lucia
"voyé,vowé,vwéyé,voyé alé","to send,to throw",St. Lucia
pafimé,"to send out smoke,to fumigate",St. Lucia
"sézi,bédji,étonnen,sipwi,soté,bédji,étonnen,sipwi","to seize,astonished, astounded, amazed, surprised",St. Lucia
sennen,"to seine, to fish with a seine",St. Lucia
wè,to see,St. Lucia
sizonnen,"to season,seasoned,hardy, resilient",St. Lucia
"kachté,dékachté","to seal (envelope, etc.),opp",St. Lucia
visé,to screw,St. Lucia
gwaté,"to scratch, to scrape,to itch",St. Lucia
"fiyonnen,pwan sèvi papicho","to scoff, to ridicule",St. Lucia
"simèwjé,simen",to scatter,St. Lucia
fawouché,"to scare, to frighten",St. Lucia
kayé,"to scale (a fish),scaly",St. Lucia
chodé,to scald,St. Lucia
di,"to say,to tell",St. Lucia
"siyé,siyé dlo,koupé dlo",to saw,St. Lucia
"sové,danné","to save,opp",St. Lucia
wousi,"to sauté, to stew,stewed",St. Lucia
wipinyé,to satisfy without filling when eating,St. Lucia
salé,"to salt,salty",St. Lucia
navidjé,to sail,St. Lucia
"sélé,désélé","to saddle,opp",St. Lucia
wiyé,"to rust,rusty",St. Lucia
"kouwi,kouwi dèyè,bay lapouswiv,chaché,fè fann kann,fè kwazé bwa,fè kwazé wazyé,fè pwan an bwa,fè pwan lavòl,kouwi vyé lavi","to run,to flow",St. Lucia
"détenn,tenn","to run (in reference to dye), to fade,opp",St. Lucia
"fwoté,foté","to rub, to massage",St. Lucia
fiksyonnen,"to rub with oil, ointment, liniment",St. Lucia
"bwitalizé,bwizé",to rough up,St. Lucia
"bwizé,bwitalizé",to rough up,St. Lucia
labouwé,to root (in reference to pigs),St. Lucia
woulé,"to roll,to roll, to roar, to crack, to sound (in reference to thunder)",St. Lucia
"woti,oti","to roast,roasted",St. Lucia
déchiwé,"to rip, to tear",St. Lucia
sonnen,"to ring, to sound",St. Lucia
wivòlté,"to revolt, to rebel",St. Lucia
bak,"to reverse, to back (up)",St. Lucia
wévélé,to reveal,St. Lucia
wésisité,"to resurrect, rise (from death)",St. Lucia
pozé,"to rest, to relax,to alight, to land,to take the first move in dominos",St. Lucia
wèspèkté,to respect,St. Lucia
éklaté,"to resound, to burst, to reverberate, to echo",St. Lucia
wivann,to resell,St. Lucia
wipwoché,to reproach,St. Lucia
"wépwézanté,mal wépwézanté",to represent,St. Lucia
"anplasé,wiplasé,pwan plas,pwan plas",to replace,St. Lucia
wépanti,to repent,St. Lucia
wépété,to repeat,St. Lucia
"wanjé,ganmé","to repair, to fix",St. Lucia
lwé,"to rent, to let",St. Lucia
"dégajé,pitjé,pitjé",to render a witch powerless,St. Lucia
"tiwé,tiyé,mété,mété,tiwé kò,koupé ba,tiwé kò'w la,tiwé mété","to remove, to take off,opp",St. Lucia
"déklouwé,klouwé","to remove nails,opp",St. Lucia
défiltwé,"to remove a hem, a stitch (in sewing)",St. Lucia
witiwé,to remove,St. Lucia
"chonjé,waplé,obliyé","to remember, to recall,opp",St. Lucia
"wèsté,wété,wézidan,wézidan,wèsté byen,wèsté tjantjil,wèsté san manjé,fas,fè ajen,wèsté tjantjil,wèsté byen","to remain, to stay,to live, to reside,to be left, to remain,to have left, to have remaining",St. Lucia
soulajé,"to relieve, to ease, to comfort, to alleviate",St. Lucia
"wéjwi,widjèwté",to rejoice,St. Lucia
"widjèwté,wéjwi",to rejoice,St. Lucia
widjèkté,to reject,St. Lucia
"wigwété,igwété",to regret,St. Lucia
wéjistwé,to register,St. Lucia
wégadé,"to regard, to consider to be, to treat as",St. Lucia
wifizé,to refuse,St. Lucia
wéfléchi,to reflect,St. Lucia
wiplen,to refill,St. Lucia
"wisivwè,wisouvwè,antwé,jwenn",to receive,St. Lucia
wézonnen,to reason,St. Lucia
"wékòlté,planté","to reap, to harvest,opp",St. Lucia
wéyalizé,to realize,St. Lucia
li,to read,St. Lucia
"anvyolé,asapwé,jwi,jwi",to rape,St. Lucia
"hosé,bésé","to raise,opp",St. Lucia
waflé,to raffle,St. Lucia
"kwèsyonnen,tjèsyonnen",to question,St. Lucia
"babyé,halé kasé,tiwé mété","to quarrel, to squabble",St. Lucia
anfouné,to put in the oven,St. Lucia
bouchonnen,to put a lid on,St. Lucia
manché,"to put a handle on,to unite, to join together",St. Lucia
pousé,"to push,to sprout",St. Lucia
piwifyé,to purify,St. Lucia
pini,to punish,St. Lucia
"hédi,wédi,anmasé,halé,hapé,halé,anmasé,hapé,hédi dèyè,hédi kò,halé kò,witjilé","to pull,to pick up,to massage, to rub (in reference to finger)",St. Lucia
"witjilé,halé kò,hédi kò","to pull away, to withdraw",St. Lucia
"halé,hédi,hédi,halé kalpat,maché kalpat,halé kasé,babyé,divizyon,tiwé mété,tiwé mété,halé kò,hédi kò,witjilé",to pull,St. Lucia
gonflé,"to puff up,to puff up one's face in anger,to swell (in reference to waves)",St. Lucia
pibliyé,to publish,St. Lucia
débwanché,"to prune, to cut off branches",St. Lucia
"pwovoké,povoké",to provoke,St. Lucia
potjiwé,to provide,St. Lucia
"pwotéjé,potéjé,pwotèkté",to protect,St. Lucia
"pwotèkté,potèkté,pwotéjé",to protect,St. Lucia
"pwòspéwé,pòspéwé",to prosper,St. Lucia
"pwonmèt,ponmèt","to promise,promise",St. Lucia
pwofèsé,to profess,St. Lucia
"pwodwi,podwi",to produce,St. Lucia
"pwoklanmé,poklanmé",to proclaim,St. Lucia
sali,to prime,St. Lucia
"pitjé,dégajé,kwévé,mété,pwan,dégajé,koumansé,mété,pwan","to prick, to stab,to sting,to render (a witch) powerless by stabbing or stoning,to goad, to egg on,to begin to,injection",St. Lucia
anpéché,to prevent,St. Lucia
"konfi,konsèvé,konsèvé,pwézèvé",to preserve,St. Lucia
"pwézèvé,pwézòvé,konfi,konsèvé",to preserve,St. Lucia
pwézanté,to present,St. Lucia
"fè ganm,fè pwovizyon,pwépawé","to prepare, to make preparation, to get ready",St. Lucia
"pwépawé,fè ganm,fè pwovizyon",to prepare,St. Lucia
"simyé,vonmyé,vòtòmyé,vonmyé","to prefer,it would have been better, preferable",St. Lucia
"pwéché,pwédiké",to preach,St. Lucia
"pwédiké,pwéché",to preach,St. Lucia
"pwédyé,pwiyédyé",to pray,St. Lucia
